,breed,type.x,contact_state
52260,Chihuahua,Dog,TN
52261,Labrador Retriever,Dog,TN
52262,Shepherd,Dog,TN
52263,Mixed Breed,Dog,KY
52264,Terrier,Dog,TN
52265,Boxer,Dog,TN
52266,Hound,Dog,TN
52267,American Staffordshire Terrier,Dog,TN
52268,American Staffordshire Terrier,Dog,TN
52269,Pit Bull Terrier,Dog,TN
52270,Pit Bull Terrier,Dog,TN
52271,Jack Russell Terrier,Dog,TN
52272,Australian Cattle Dog / Blue Heeler,Dog,TN
52273,Great Dane,Dog,TN
52274,Terrier,Dog,TN
52275,American Staffordshire Terrier,Dog,AL
52276,Pit Bull Terrier,Dog,TN
52277,Beagle,Dog,TN
52278,Australian Cattle Dog / Blue Heeler,Dog,AL
52279,Pit Bull Terrier,Dog,TN
52280,Terrier,Dog,AL
52281,Wheaten Terrier,Dog,AL
52282,Hound,Dog,TN
52283,Labrador Retriever,Dog,TN
52284,Plott Hound,Dog,TN
52285,Chihuahua,Dog,TN
52286,Shepherd,Dog,TN
52287,American Staffordshire Terrier,Dog,TN
52288,Golden Retriever,Dog,TN
52289,Labrador Retriever,Dog,AL
52290,Shih Tzu,Dog,TN
52291,Shih Tzu,Dog,TN
52292,Whippet,Dog,TN
52293,Boston Terrier,Dog,TN
52294,Border Collie,Dog,TN
52295,Border Collie,Dog,TN
52296,Chihuahua,Dog,TN
52297,Staffordshire Bull Terrier,Dog,TN
52298,Labrador Retriever,Dog,KY
52299,Pit Bull Terrier,Dog,TN
52300,Italian Greyhound,Dog,TN
52301,Chihuahua,Dog,TN
52302,Anatolian Shepherd,Dog,AL
52303,Terrier,Dog,AL
52304,Labrador Retriever,Dog,TN
52305,Shepherd,Dog,KY
52306,Labrador Retriever,Dog,TN
52307,Shepherd,Dog,TN
52308,Terrier,Dog,TN
52309,Hound,Dog,TN
52310,German Shepherd Dog,Dog,TN
52311,Mixed Breed,Dog,AL
52312,Labrador Retriever,Dog,AL
52313,Beagle,Dog,AL
52314,Australian Cattle Dog / Blue Heeler,Dog,TN
52315,Australian Cattle Dog / Blue Heeler,Dog,TN
52316,Jack Russell Terrier,Dog,TN
52317,Yorkshire Terrier,Dog,TN
52318,Yorkshire Terrier,Dog,TN
52319,Cattle Dog,Dog,AL
52320,Pit Bull Terrier,Dog,AL
52321,Cattle Dog,Dog,AL
52322,Coonhound,Dog,TN
52323,Terrier,Dog,AL
52324,Collie,Dog,TN
52325,Feist,Dog,TN
52326,Labrador Retriever,Dog,AL
52327,Dachshund,Dog,TN
52328,Labrador Retriever,Dog,KY
52329,Labrador Retriever,Dog,KY
52330,Bernese Mountain Dog,Dog,KY
52331,Bernese Mountain Dog,Dog,KY
52332,Anatolian Shepherd,Dog,KY
52333,Anatolian Shepherd,Dog,KY
52334,Pit Bull Terrier,Dog,TN
52335,Hound,Dog,TN
52336,Feist,Dog,TN
52337,Jack Russell Terrier,Dog,TN
52338,Shepherd,Dog,TN
52339,Mixed Breed,Dog,TN
52340,Dachshund,Dog,TN
52341,Terrier,Dog,TN
52342,Pit Bull Terrier,Dog,TN
52343,Akita,Dog,TN
52344,Border Collie,Dog,TN
52345,Terrier,Dog,AL
52346,Labrador Retriever,Dog,TN
52347,Labrador Retriever,Dog,TN
52348,Beagle,Dog,KY
52349,Husky,Dog,KY
52350,Anatolian Shepherd,Dog,KY
52351,Basset Hound,Dog,TN
52352,Basset Hound,Dog,TN
52353,Anatolian Shepherd,Dog,KY
52354,Dachshund,Dog,TN
52355,Retriever,Dog,TN
52356,Australian Shepherd,Dog,TN
52357,Border Collie,Dog,TN
52358,Hound,Dog,TN
52359,Chihuahua,Dog,TN
52360,American Bulldog,Dog,TN
52361,German Shepherd Dog,Dog,TN
52362,Chihuahua,Dog,TN
52363,Boxer,Dog,TN
52364,Husky,Dog,TN
52365,Pit Bull Terrier,Dog,TN
52366,Pit Bull Terrier,Dog,AL
52367,Jack Russell Terrier,Dog,GA
52368,Mixed Breed,Dog,TN
52369,Pit Bull Terrier,Dog,AL
52370,Retriever,Dog,KY
52371,Hound,Dog,TN
52372,Beagle,Dog,TN
52373,Boxer,Dog,TN
52374,American Staffordshire Terrier,Dog,TN
52375,Boxer,Dog,TN
52376,American Staffordshire Terrier,Dog,TN
52377,Labrador Retriever,Dog,TN
52378,Labrador Retriever,Dog,TN
52379,Terrier,Dog,TN
52380,Labrador Retriever,Dog,TN
52381,Papillon,Dog,GA
52382,American Staffordshire Terrier,Dog,TN
52383,Labrador Retriever,Dog,AL
52384,Australian Shepherd,Dog,TN
52385,Black and Tan Coonhound,Dog,TN
52386,Labrador Retriever,Dog,TN
52387,Jack Russell Terrier,Dog,TN
52388,Jack Russell Terrier,Dog,TN
52389,Rat Terrier,Dog,TN
52390,Terrier,Dog,TN
52391,Shepherd,Dog,TN
52392,Pit Bull Terrier,Dog,TN
52393,Labrador Retriever,Dog,TN
52394,Chihuahua,Dog,AL
52395,Hound,Dog,TN
52396,German Shepherd Dog,Dog,AL
52397,Labrador Retriever,Dog,AL
52398,Pit Bull Terrier,Dog,TN
52399,Cavalier King Charles Spaniel,Dog,TN
52400,Terrier,Dog,AL
52401,Boxer,Dog,AL
52402,Border Collie,Dog,AL
52403,Boxer,Dog,TN
52404,Labrador Retriever,Dog,TN
52405,Chihuahua,Dog,AL
52406,American Bulldog,Dog,TN
52407,Australian Shepherd,Dog,TN
52408,Golden Retriever,Dog,TN
52409,Australian Shepherd,Dog,TN
52410,Australian Shepherd,Dog,TN
52411,Labrador Retriever,Dog,TN
52412,Labrador Retriever,Dog,TN
52413,Labrador Retriever,Dog,TN
52414,Australian Shepherd,Dog,TN
52415,Australian Cattle Dog / Blue Heeler,Dog,TN
52416,Australian Shepherd,Dog,TN
52417,Cattle Dog,Dog,TN
52418,Boxer,Dog,TN
52419,Mastiff,Dog,TN
52420,Pit Bull Terrier,Dog,TN
52421,Hound,Dog,AL
52422,Pit Bull Terrier,Dog,AL
52423,Hound,Dog,AL
52424,Pit Bull Terrier,Dog,TN
52425,Terrier,Dog,AL
52426,Chihuahua,Dog,TN
52427,Pit Bull Terrier,Dog,TN
52428,Pit Bull Terrier,Dog,TN
52429,Beagle,Dog,TN
52430,Beagle,Dog,TN
52431,German Shepherd Dog,Dog,TN
52432,Chihuahua,Dog,TN
52433,Beagle,Dog,TN
52434,Chihuahua,Dog,TN
52435,Redbone Coonhound,Dog,TN
52436,Labrador Retriever,Dog,TN
52437,Labrador Retriever,Dog,TN
52438,Labrador Retriever,Dog,TN
52439,Beagle,Dog,TN
52440,Poodle,Dog,TN
52441,Labrador Retriever,Dog,TN
52442,Shiba Inu,Dog,TN
52443,Chihuahua,Dog,TN
52444,Labrador Retriever,Dog,TN
52445,Beagle,Dog,TN
52446,Beagle,Dog,TN
52447,Treeing Walker Coonhound,Dog,TN
52448,Dachshund,Dog,TN
52449,Black and Tan Coonhound,Dog,TN
52450,Rat Terrier,Dog,TN
52451,Pekingese,Dog,TN
52452,Jack Russell Terrier,Dog,TN
52453,Corgi,Dog,TN
52454,Basset Hound,Dog,TN
52455,Labrador Retriever,Dog,TN
52456,Beagle,Dog,TN
52457,Beagle,Dog,TN
52458,Poodle,Dog,TN
52459,Beagle,Dog,TN
52460,Jack Russell Terrier,Dog,TN
52461,Great Dane,Dog,TN
52462,Corgi,Dog,TN
52463,Beagle,Dog,TN
52464,Pit Bull Terrier,Dog,TN
52465,Great Pyrenees,Dog,TN
52466,Feist,Dog,TN
52467,Collie,Dog,TN
52468,Dachshund,Dog,TN
52469,Beagle,Dog,TN
52470,Beagle,Dog,TN
52471,Border Collie,Dog,AL
52472,Saint Bernard,Dog,KY
52473,Whippet,Dog,TN
52474,Whippet,Dog,TN
52475,Beagle,Dog,AL
52476,Italian Greyhound,Dog,TN
52477,Australian Shepherd,Dog,TN
52478,American Staffordshire Terrier,Dog,TN
52479,Maltese,Dog,TN
52480,Beagle,Dog,TN
52481,Labrador Retriever,Dog,TN
52482,Labrador Retriever,Dog,TN
52483,German Shepherd Dog,Dog,TN
52484,Papillon,Dog,TN
52485,Hound,Dog,TN
52486,Shepherd,Dog,TN
52487,Beagle,Dog,TN
52488,Terrier,Dog,TN
52489,American Staffordshire Terrier,Dog,AL
52490,Mixed Breed,Dog,AL
52491,Labrador Retriever,Dog,TN
52492,Pit Bull Terrier,Dog,TN
52493,Coonhound,Dog,TN
52494,Coonhound,Dog,TN
52495,Coonhound,Dog,TN
52496,Coonhound,Dog,TN
52497,Coonhound,Dog,TN
52498,American Staffordshire Terrier,Dog,AL
52499,Catahoula Leopard Dog,Dog,AL
52500,Boxer,Dog,TN
52501,Collie,Dog,TN
52502,Pointer,Dog,TN
52503,Mountain Cur,Dog,TN
52504,Chihuahua,Dog,TN
52505,Boston Terrier,Dog,TN
52506,Retriever,Dog,TN
52507,Shepherd,Dog,TN
52508,Beagle,Dog,AL
52509,Retriever,Dog,TN
52510,Hound,Dog,TN
52511,Maltese,Dog,TN
52512,Pit Bull Terrier,Dog,TN
52513,Chocolate Labrador Retriever,Dog,TN
52514,Retriever,Dog,TN
52515,Pekingese,Dog,TN
52516,Retriever,Dog,TN
52517,Papillon,Dog,TN
52518,Labrador Retriever,Dog,TN
52519,Pit Bull Terrier,Dog,TN
52520,Collie,Dog,TN
52521,Collie,Dog,TN
52522,Border Collie,Dog,TN
52523,Mixed Breed,Dog,AL
52524,Pit Bull Terrier,Dog,TN
52525,Beagle,Dog,TN
52526,Beagle,Dog,TN
52527,Beagle,Dog,TN
52528,Beagle,Dog,TN
52529,Rottweiler,Dog,TN
52530,Shepherd,Dog,TN
52531,Labrador Retriever,Dog,TN
52532,Boxer,Dog,TN
52533,Australian Cattle Dog / Blue Heeler,Dog,TN
52534,Mastiff,Dog,TN
52535,Labrador Retriever,Dog,TN
52536,Labrador Retriever,Dog,TN
52537,Border Collie,Dog,TN
52538,Chihuahua,Dog,TN
52539,Australian Shepherd,Dog,TN
52540,Chihuahua,Dog,TN
52541,Labrador Retriever,Dog,AL
52542,German Shepherd Dog,Dog,TN
52543,German Shepherd Dog,Dog,TN
52544,Coonhound,Dog,TN
52545,Coonhound,Dog,TN
52546,American Bulldog,Dog,TN
52547,Coonhound,Dog,TN
52548,Coonhound,Dog,TN
52549,Pit Bull Terrier,Dog,TN
52550,Treeing Walker Coonhound,Dog,TN
52551,Treeing Walker Coonhound,Dog,TN
52552,Coonhound,Dog,TN
52553,Pit Bull Terrier,Dog,TN
52554,Labrador Retriever,Dog,TN
52555,German Shepherd Dog,Dog,GA
52556,Cattle Dog,Dog,AL
52557,Labrador Retriever,Dog,TN
52558,Australian Kelpie,Dog,TN
52559,Miniature Pinscher,Dog,TN
52560,Treeing Walker Coonhound,Dog,AL
52561,Hound,Dog,TN
52562,Plott Hound,Dog,TN
52563,Chihuahua,Dog,TN
52564,Chihuahua,Dog,TN
52565,Border Collie,Dog,AL
52566,German Shepherd Dog,Dog,TN
52567,Rottweiler,Dog,TN
52568,Dogue de Bordeaux,Dog,TN
52569,Dogo Argentino,Dog,TN
52570,Retriever,Dog,KY
52571,American Staffordshire Terrier,Dog,TN
52572,Pit Bull Terrier,Dog,KY
52573,Mixed Breed,Dog,KY
52574,American Staffordshire Terrier,Dog,TN
52575,Labrador Retriever,Dog,TN
52576,Labrador Retriever,Dog,TN
52577,Pit Bull Terrier,Dog,KY
52578,Coonhound,Dog,TN
52579,Australian Cattle Dog / Blue Heeler,Dog,TN
52580,Labrador Retriever,Dog,TN
52581,Australian Cattle Dog / Blue Heeler,Dog,TN
52582,Basset Hound,Dog,GA
52583,Basset Hound,Dog,GA
52584,Rhodesian Ridgeback,Dog,GA
52585,Beagle,Dog,TN
52586,American Staffordshire Terrier,Dog,TN
52587,Black Labrador Retriever,Dog,TN
52588,Boxer,Dog,TN
52589,Labrador Retriever,Dog,TN
52590,Boston Terrier,Dog,AL
52591,Corgi,Dog,TN
52592,Labrador Retriever,Dog,TN
52593,Pit Bull Terrier,Dog,TN
52594,Anatolian Shepherd,Dog,TN
52595,Pit Bull Terrier,Dog,TN
52596,Shih Tzu,Dog,TN
52597,Mixed Breed,Dog,AL
52598,Mixed Breed,Dog,AL
52599,Rottweiler,Dog,AL
52600,Fox Terrier,Dog,TN
52601,Treeing Walker Coonhound,Dog,TN
52602,Australian Cattle Dog / Blue Heeler,Dog,TN
52603,Shepherd,Dog,AL
52604,Great Dane,Dog,TN
52605,Labrador Retriever,Dog,AL
52606,Terrier,Dog,KY
52607,Treeing Walker Coonhound,Dog,KY
52608,Shepherd,Dog,AL
52609,Black Labrador Retriever,Dog,AL
52610,Labrador Retriever,Dog,TN
52611,Beagle,Dog,TN
52612,Labrador Retriever,Dog,TN
52613,Labrador Retriever,Dog,TN
52614,Black and Tan Coonhound,Dog,TN
52615,Pit Bull Terrier,Dog,TN
52616,Boxer,Dog,TN
52617,Shepherd,Dog,TN
52618,Pit Bull Terrier,Dog,TN
52619,Labrador Retriever,Dog,TN
52620,Shepherd,Dog,TN
52621,Scottish Terrier,Dog,TN
52622,Great Pyrenees,Dog,TN
52623,Mixed Breed,Dog,AL
52624,Rat Terrier,Dog,TN
52625,Beagle,Dog,TN
52626,German Shepherd Dog,Dog,AL
52627,Shepherd,Dog,TN
52628,Pomeranian,Dog,TN
52629,Pit Bull Terrier,Dog,TN
52630,Chocolate Labrador Retriever,Dog,TN
52631,Pit Bull Terrier,Dog,TN
52632,Staffordshire Bull Terrier,Dog,AL
52633,Anatolian Shepherd,Dog,AL
52634,Australian Cattle Dog / Blue Heeler,Dog,AL
52635,Pit Bull Terrier,Dog,TN
52636,Dachshund,Dog,TN
52637,Labrador Retriever,Dog,TN
52638,Australian Cattle Dog / Blue Heeler,Dog,KY
52639,Dachshund,Dog,TN
52640,Australian Cattle Dog / Blue Heeler,Dog,TN
52641,Treeing Walker Coonhound,Dog,TN
52642,Mixed Breed,Dog,TN
52643,Shih Tzu,Dog,TN
52644,Labrador Retriever,Dog,TN
52645,Feist,Dog,TN
52646,Labrador Retriever,Dog,AL
52647,Catahoula Leopard Dog,Dog,AL
52648,Labrador Retriever,Dog,TN
52649,Labrador Retriever,Dog,AL
52650,Labrador Retriever,Dog,AL
52651,Labrador Retriever,Dog,AL
52652,Boxer,Dog,AL
52653,Pit Bull Terrier,Dog,TN
52654,Labrador Retriever,Dog,TN
52655,Mixed Breed,Dog,AL
52656,Australian Shepherd,Dog,TN
52657,Chihuahua,Dog,TN
52658,Pit Bull Terrier,Dog,TN
52659,Mountain Cur,Dog,TN
52660,Labrador Retriever,Dog,TN
52661,Labrador Retriever,Dog,AL
52662,Coonhound,Dog,TN
52663,Husky,Dog,AL
52664,Jack Russell Terrier,Dog,TN
52665,Jack Russell Terrier,Dog,TN
52666,Mixed Breed,Dog,AL
52667,American Staffordshire Terrier,Dog,TN
52668,American Bulldog,Dog,TN
52669,Labrador Retriever,Dog,AL
52670,Labrador Retriever,Dog,AL
52671,Retriever,Dog,AL
52672,Mountain Cur,Dog,TN
52673,Mixed Breed,Dog,TN
52674,Chesapeake Bay Retriever,Dog,TN
52675,German Shepherd Dog,Dog,AL
52676,Yorkshire Terrier,Dog,TN
52677,Boxer,Dog,TN
52678,Terrier,Dog,TN
52679,German Shepherd Dog,Dog,TN
52680,American Staffordshire Terrier,Dog,TN
52681,Hound,Dog,TN
52682,Maltese,Dog,TN
52683,Labrador Retriever,Dog,TN
52684,Australian Shepherd,Dog,AL
52685,Black Labrador Retriever,Dog,AL
52686,Yorkshire Terrier,Dog,TN
52687,Carolina Dog,Dog,TN
52688,Patterdale Terrier / Fell Terrier,Dog,TN
52689,Jack Russell Terrier,Dog,TN
52690,Jack Russell Terrier,Dog,TN
52691,Labrador Retriever,Dog,TN
52692,Hound,Dog,TN
52693,Jack Russell Terrier,Dog,TN
52694,Chihuahua,Dog,TN
52695,Boxer,Dog,TN
52696,Hound,Dog,TN
52697,Pit Bull Terrier,Dog,TN
52698,Pit Bull Terrier,Dog,TN
52699,Shepherd,Dog,TN
52700,American Bulldog,Dog,AL
52701,Yellow Labrador Retriever,Dog,AL
52702,Border Collie,Dog,TN
52703,Boxer,Dog,TN
52704,Chihuahua,Dog,TN
52705,Pug,Dog,TN
52706,Cattle Dog,Dog,TN
52707,German Shepherd Dog,Dog,AL
52708,Shih Tzu,Dog,TN
52709,Jack Russell Terrier,Dog,TN
52710,Labrador Retriever,Dog,TN
52711,Pit Bull Terrier,Dog,TN
52712,Boxer,Dog,TN
52713,Terrier,Dog,TN
52714,Mixed Breed,Dog,AL
52715,Shepherd,Dog,TN
52716,Shepherd,Dog,TN
52717,Terrier,Dog,TN
52718,Jack Russell Terrier,Dog,TN
52719,Labrador Retriever,Dog,TN
52720,Chihuahua,Dog,GA
52721,American Bulldog,Dog,TN
52722,Rat Terrier,Dog,GA
52723,Labrador Retriever,Dog,TN
52724,Chihuahua,Dog,TN
52725,American Bulldog,Dog,TN
52726,Shepherd,Dog,AL
52727,Australian Shepherd,Dog,AL
52728,Husky,Dog,TN
52729,Hound,Dog,TN
52730,Black Mouth Cur,Dog,AL
52731,Labrador Retriever,Dog,AL
52732,Hound,Dog,AL
52733,Dachshund,Dog,TN
52734,Dachshund,Dog,TN
52735,Black Labrador Retriever,Dog,AL
52736,Labrador Retriever,Dog,TN
52737,Chihuahua,Dog,TN
52738,Siberian Husky,Dog,TN
52739,American Staffordshire Terrier,Dog,AL
52740,Hound,Dog,TN
52741,American Staffordshire Terrier,Dog,TN
52742,Dogo Argentino,Dog,TN
52743,Beagle,Dog,AL
52744,English Pointer,Dog,TN
52745,Yorkshire Terrier,Dog,TN
52746,Boxer,Dog,TN
52747,Boxer,Dog,TN
52748,Yorkshire Terrier,Dog,TN
52749,Hound,Dog,TN
52750,Mountain Cur,Dog,TN
52751,American Bulldog,Dog,TN
52752,Poodle,Dog,AL
52753,German Shepherd Dog,Dog,TN
52754,Parson Russell Terrier,Dog,TN
52755,Jack Russell Terrier,Dog,TN
52756,Pit Bull Terrier,Dog,AL
52757,Shepherd,Dog,AL
52758,Pit Bull Terrier,Dog,AL
52759,Rat Terrier,Dog,AL
52760,Basset Hound,Dog,AL
52761,Hound,Dog,AL
52762,Labrador Retriever,Dog,AL
52763,Mixed Breed,Dog,AL
52764,Pit Bull Terrier,Dog,AL
52765,Rottweiler,Dog,AL
52766,Beagle,Dog,AL
52767,Mixed Breed,Dog,AL
52768,English Bulldog,Dog,AL
52769,Shih Tzu,Dog,AL
52770,Pekingese,Dog,TN
52771,Collie,Dog,TN
52772,Doberman Pinscher,Dog,TN
52773,Doberman Pinscher,Dog,TN
52774,Doberman Pinscher,Dog,TN
52775,Catahoula Leopard Dog,Dog,AL
52776,Mixed Breed,Dog,TN
52777,Husky,Dog,TN
52778,Jack Russell Terrier,Dog,TN
52779,Great Dane,Dog,TN
52780,Jack Russell Terrier,Dog,GA
52781,Jack Russell Terrier,Dog,TN
52782,Jack Russell Terrier,Dog,TN
52783,Pit Bull Terrier,Dog,TN
52784,Border Collie,Dog,TN
52785,Shepherd,Dog,TN
52786,Greyhound,Dog,TN
52787,Black Mouth Cur,Dog,TN
52788,Black Mouth Cur,Dog,TN
52789,Spitz,Dog,TN
52790,Australian Cattle Dog / Blue Heeler,Dog,KY
52791,Redbone Coonhound,Dog,KY
52792,Retriever,Dog,KY
52793,Retriever,Dog,KY
52794,Labrador Retriever,Dog,KY
52795,Retriever,Dog,KY
52796,Black Mouth Cur,Dog,KY
52797,Mixed Breed,Dog,KY
52798,Mixed Breed,Dog,AL
52799,Irish Wolfhound,Dog,TN
52800,Australian Cattle Dog / Blue Heeler,Dog,TN
52801,Australian Cattle Dog / Blue Heeler,Dog,TN
52802,Collie,Dog,TN
52803,Anatolian Shepherd,Dog,TN
52804,Feist,Dog,TN
52805,Feist,Dog,TN
52806,Boxer,Dog,KY
52807,German Shepherd Dog,Dog,AL
52808,Dachshund,Dog,TN
52809,Boxer,Dog,TN
52810,Catahoula Leopard Dog,Dog,TN
52811,Pit Bull Terrier,Dog,TN
52812,Treeing Walker Coonhound,Dog,TN
52813,Border Collie,Dog,TN
52814,Terrier,Dog,TN
52815,Mastiff,Dog,TN
52816,Hound,Dog,AL
52817,Labrador Retriever,Dog,AL
52818,Feist,Dog,TN
52819,Feist,Dog,TN
52820,Labrador Retriever,Dog,TN
52821,Pit Bull Terrier,Dog,TN
52822,Norwegian Buhund,Dog,TN
52823,Beagle,Dog,AL
52824,Jack Russell Terrier,Dog,TN
52825,Pit Bull Terrier,Dog,TN
52826,Italian Greyhound,Dog,GA
52827,Pit Bull Terrier,Dog,TN
52828,Boxer,Dog,TN
52829,Australian Shepherd,Dog,TN
52830,American Staffordshire Terrier,Dog,TN
52831,Hound,Dog,AL
52832,Mountain Cur,Dog,AL
52833,Bull Terrier,Dog,TN
52834,Rottweiler,Dog,TN
52835,Labrador Retriever,Dog,AL
52836,Mixed Breed,Dog,AL
52837,Mixed Breed,Dog,AL
52838,Boxer,Dog,TN
52839,German Shepherd Dog,Dog,AL
52840,American Bulldog,Dog,TN
52841,Australian Cattle Dog / Blue Heeler,Dog,TN
52842,Australian Shepherd,Dog,TN
52843,Retriever,Dog,TN
52844,American Bulldog,Dog,TN
52845,Labrador Retriever,Dog,AL
52846,Labrador Retriever,Dog,AL
52847,Labrador Retriever,Dog,AL
52848,Border Collie,Dog,AL
52849,American Bulldog,Dog,AL
52850,Feist,Dog,TN
52851,Pit Bull Terrier,Dog,TN
52852,Retriever,Dog,TN
52853,Labrador Retriever,Dog,AL
52854,Vizsla,Dog,TN
52855,Vizsla,Dog,TN
52856,Belgian Shepherd / Malinois,Dog,TN
52857,Pit Bull Terrier,Dog,TN
52858,Husky,Dog,TN
52859,Labrador Retriever,Dog,TN
52860,Terrier,Dog,TN
52861,Terrier,Dog,TN
52862,American Bulldog,Dog,TN
52863,Labrador Retriever,Dog,TN
52864,Pit Bull Terrier,Dog,TN
52865,Labrador Retriever,Dog,TN
52866,Chihuahua,Dog,TN
52867,Chihuahua,Dog,TN
52868,Pit Bull Terrier,Dog,TN
52869,Great Pyrenees,Dog,TN
52870,Australian Cattle Dog / Blue Heeler,Dog,TN
52871,Great Dane,Dog,GA
52872,Beagle,Dog,TN
52873,Boxer,Dog,TN
52874,Shepherd,Dog,TN
52875,Jack Russell Terrier,Dog,TN
52876,German Shepherd Dog,Dog,TN
52877,Papillon,Dog,TN
52878,Staffordshire Bull Terrier,Dog,TN
52879,Pit Bull Terrier,Dog,TN
52880,Labrador Retriever,Dog,TN
52881,Harrier,Dog,TN
52882,Labrador Retriever,Dog,TN
52883,Cattle Dog,Dog,TN
52884,Retriever,Dog,TN
52885,Yellow Labrador Retriever,Dog,AL
52886,German Shepherd Dog,Dog,AL
52887,Mixed Breed,Dog,KY
52888,Pit Bull Terrier,Dog,KY
52889,Labrador Retriever,Dog,KY
52890,Mixed Breed,Dog,KY
52891,Beagle,Dog,TN
52892,Hound,Dog,TN
52893,Chow Chow,Dog,AL
52894,Australian Cattle Dog / Blue Heeler,Dog,TN
52895,Greyhound,Dog,TN
52896,Jack Russell Terrier,Dog,TN
52897,German Shepherd Dog,Dog,TN
52898,German Shepherd Dog,Dog,TN
52899,German Shepherd Dog,Dog,TN
52900,Terrier,Dog,TN
52901,Beagle,Dog,TN
52902,Shih Tzu,Dog,TN
52903,Doberman Pinscher,Dog,TN
52904,Labrador Retriever,Dog,TN
52905,Shar-Pei,Dog,TN
52906,Labrador Retriever,Dog,AL
52907,American Bulldog,Dog,TN
52908,Labrador Retriever,Dog,TN
52909,Labrador Retriever,Dog,TN
52910,Pit Bull Terrier,Dog,TN
52911,Rottweiler,Dog,TN
52912,Pit Bull Terrier,Dog,TN
52913,Pit Bull Terrier,Dog,TN
52914,Rhodesian Ridgeback,Dog,TN
52915,American Bulldog,Dog,TN
52916,Shepherd,Dog,TN
52917,Shepherd,Dog,TN
52918,Husky,Dog,TN
52919,Hound,Dog,TN
52920,American Bulldog,Dog,AL
52921,Australian Cattle Dog / Blue Heeler,Dog,KY
52922,Border Collie,Dog,TN
52923,Beagle,Dog,TN
52924,Black Labrador Retriever,Dog,AL
52925,Mixed Breed,Dog,KY
52926,Labrador Retriever,Dog,TN
52927,American Bulldog,Dog,TN
52928,Labrador Retriever,Dog,AL
52929,Jack Russell Terrier,Dog,TN
52930,Parson Russell Terrier,Dog,TN
52931,Miniature Pinscher,Dog,TN
52932,Pug,Dog,TN
52933,Rough Collie,Dog,TN
52934,Border Collie,Dog,KY
52935,Labrador Retriever,Dog,KY
52936,Border Collie,Dog,KY
52937,Hound,Dog,AL
52938,Hound,Dog,AL
52939,Jack Russell Terrier,Dog,TN
52940,Jack Russell Terrier,Dog,TN
52941,Terrier,Dog,TN
52942,Terrier,Dog,TN
52943,American Staffordshire Terrier,Dog,TN
52944,Pit Bull Terrier,Dog,TN
52945,Dachshund,Dog,TN
52946,Jack Russell Terrier,Dog,TN
52947,Jack Russell Terrier,Dog,TN
52948,Labrador Retriever,Dog,TN
52949,Miniature Schnauzer,Dog,TN
52950,Australian Shepherd,Dog,TN
52951,Pointer,Dog,TN
52952,Boxer,Dog,AL
52953,Labrador Retriever,Dog,AL
52954,Treeing Walker Coonhound,Dog,TN
52955,Pit Bull Terrier,Dog,TN
52956,Rottweiler,Dog,TN
52957,Husky,Dog,TN
52958,Border Terrier,Dog,GA
52959,American Bulldog,Dog,TN
52960,Yellow Labrador Retriever,Dog,GA
52961,Boxer,Dog,TN
52962,Dutch Shepherd,Dog,TN
52963,Hound,Dog,TN
52964,Pit Bull Terrier,Dog,TN
52965,Great Pyrenees,Dog,TN
52966,Border Collie,Dog,AL
52967,Staffordshire Bull Terrier,Dog,AL
52968,Pit Bull Terrier,Dog,TN
52969,Hound,Dog,TN
52970,Hound,Dog,TN
52971,German Shepherd Dog,Dog,AL
52972,Terrier,Dog,TN
52973,Catahoula Leopard Dog,Dog,TN
52974,Mountain Cur,Dog,TN
52975,Labrador Retriever,Dog,TN
52976,Pit Bull Terrier,Dog,TN
52977,Mixed Breed,Dog,AL
52978,Hound,Dog,AL
52979,Mixed Breed,Dog,AL
52980,American Bulldog,Dog,TN
52981,Mountain Cur,Dog,TN
52982,Poodle,Dog,TN
52983,Terrier,Dog,TN
52984,Pit Bull Terrier,Dog,TN
52985,Labrador Retriever,Dog,TN
52986,Dachshund,Dog,TN
52987,Rat Terrier,Dog,TN
52988,Schnauzer,Dog,TN
52989,Chihuahua,Dog,TN
52990,American Bulldog,Dog,TN
52991,Jack Russell Terrier,Dog,TN
52992,Jack Russell Terrier,Dog,TN
52993,German Shorthaired Pointer,Dog,TN
52994,Border Collie,Dog,TN
52995,Beagle,Dog,TN
52996,Border Collie,Dog,TN
52997,Yellow Labrador Retriever,Dog,TN
52998,Labrador Retriever,Dog,TN
52999,Beagle,Dog,TN
53000,Beagle,Dog,TN
53001,American Bulldog,Dog,TN
53002,Staffordshire Bull Terrier,Dog,TN
53003,Beagle,Dog,KY
53004,Chihuahua,Dog,TN
53005,Labrador Retriever,Dog,TN
53006,Schnauzer,Dog,GA
53007,Schnauzer,Dog,GA
53008,American Staffordshire Terrier,Dog,TN
53009,Spitz,Dog,TN
53010,Spitz,Dog,TN
53011,Pit Bull Terrier,Dog,TN
53012,Chihuahua,Dog,TN
53013,Chihuahua,Dog,TN
53014,Maltese,Dog,TN
53015,Belgian Shepherd / Malinois,Dog,TN
53016,Catahoula Leopard Dog,Dog,TN
53017,Boxer,Dog,TN
53018,American Staffordshire Terrier,Dog,AL
53019,Staffordshire Bull Terrier,Dog,AL
53020,Australian Shepherd,Dog,TN
53021,Labrador Retriever,Dog,TN
53022,Australian Shepherd,Dog,AL
53023,Chihuahua,Dog,TN
53024,Terrier,Dog,TN
